60685.797	0.06075
60686.748	0.06895
60687.699	0.07771
60688.65	0.08713
60689.601	0.09843
60690.552	0.11081
60691.503	0.12233
60692.454	0.13474
60693.405	0.14813
60694.356	0.16352
60695.307	0.18015
60696.258	0.19725
60697.209	0.21594
60698.16	0.23653
60699.111	0.25839
60700.062	0.27912
60701.013	0.29968
60701.964	0.31986
60702.915	0.33814
60703.866	0.35731
60704.817	0.37493
60705.768	0.3936
60706.719	0.41074
60707.67	0.42531
60708.621	0.44075
60709.572	0.45273
60710.523	0.46421
60711.474	0.47448
60712.425	0.4835
60713.376	0.4915
60714.327	0.49822
60715.278	0.50639
60716.229	0.51012
60717.18	0.51334
60718.131	0.51483
60719.082	0.5135
60720.033	0.5141
60720.984	0.51188
60721.935	0.50949
60722.886	0.50746
60723.837	0.50571
60724.788	0.50428
60725.739	0.50167
60726.69	0.49855
60727.641	0.49538
60728.592	0.49215
60729.543	0.49036
60730.494	0.48825
60731.445	0.48661
60732.396	0.48478
60733.347	0.4846
60734.298	0.48415
60735.249	0.48425
60736.2	0.48381
60737.151	0.48335
60738.102	0.48245
60739.053	0.48344
60740.004	0.48307
60740.955	0.48415
60741.906	0.48566
60742.857	0.48814
60743.808	0.48972
60744.759	0.49064
60745.71	0.49143
60746.661	0.49076
60747.612	0.48976
60748.563	0.48812
60749.514	0.48792
60750.465	0.48714
60751.416	0.4879
60752.367	0.48751
60753.318	0.4853
60754.269	0.4836
60755.22	0.48084
60756.171	0.47859
60757.122	0.47541
60758.073	0.47015
60759.024	0.46372
60759.975	0.45691
60760.926	0.45064
60761.877	0.44462
60762.828	0.43748
60763.779	0.43091
60764.73	0.4238
60765.681	0.41498
60766.632	0.40532
60767.583	0.39307
60768.534	0.37996
60769.485	0.36509
60770.436	0.35163
60771.387	0.33492
60772.338	0.31627
60773.289	0.29549
60774.24	0.27383
60775.191	0.24825
60776.142	0.22139
60777.093	0.18753
60778.044	0.15179
60778.995	0.116
60779.946	0.07803
60780.897	0.03863
60781.848	-0.00398
60782.799	-0.04709
60783.75	-0.0931
60784.701	-0.13694
60785.652	-0.18471
60786.603	-0.22812
60787.554	-0.26824
60788.505	-0.30631
60789.456	-0.34075
60790.407	-0.37303
60791.358	-0.40067
60792.309	-0.42469
60793.26	-0.44431
60794.211	-0.4579
60795.162	-0.4706
60796.113	-0.47689
60797.064	-0.48226
60798.015	-0.48478
60798.966	-0.48507
60799.917	-0.4834
60800.868	-0.47866
60801.819	-0.47169
60802.77	-0.46224
60803.721	-0.44993
60804.672	-0.43852
60805.623	-0.42415
60806.574	-0.41033
60807.525	-0.39599
60808.476	-0.38177
60809.427	-0.36689
60810.378	-0.35174
60811.329	-0.34045
60812.28	-0.32778
60813.231	-0.31454
60814.182	-0.30154
60815.133	-0.28946
60816.084	-0.27945
60817.035	-0.26931
60817.986	-0.25998
60818.937	-0.2508
60819.888	-0.2436
60820.839	-0.23696
60821.79	-0.23037
60822.741	-0.22317
60823.692	-0.21583
60824.643	-0.2094
60825.594	-0.20405
60826.545	-0.19926
60827.496	-0.19322
60828.447	-0.1872
60829.398	-0.1826
60830.349	-0.17835
60831.3	-0.17406
60832.251	-0.16983
60833.202	-0.16669
60834.153	-0.16406
60835.104	-0.16136
60836.055	-0.15853
60837.006	-0.15501
60837.957	-0.1517
60838.908	-0.15001
60839.859	-0.1485
60840.81	-0.14785
60841.761	-0.14838
60842.712	-0.14803
60843.663	-0.14834
60844.614	-0.14915
60845.565	-0.15181
60846.516	-0.15605
60847.467	-0.16077
60848.418	-0.16573
60849.369	-0.16988
60850.32	-0.17525
60851.271	-0.18111
60852.222	-0.1874
60853.173	-0.19424
60854.124	-0.202
60855.075	-0.21181
60856.026	-0.22275
60856.977	-0.238
60857.928	-0.25659
60858.879	-0.27648
60859.83	-0.29774
60860.781	-0.32024
60861.732	-0.34146
60862.683	-0.35907
60863.634	-0.3745
60864.585	-0.38084
60865.536	-0.38217
60866.487	-0.37118
60867.438	-0.35742
60868.389	-0.33467
60869.34	-0.3118
60870.291	-0.28533
60871.242	-0.26013
60872.193	-0.23634
60873.144	-0.21516
60874.095	-0.19688
60875.046	-0.18184
60875.997	-0.16964
60876.948	-0.15972
60877.899	-0.15251
60878.85	-0.14644
60879.801	-0.13895
60880.752	-0.13689
60881.703	-0.13711
60882.654	-0.13694
60883.605	-0.13991
60884.556	-0.1425
60885.507	-0.14643
60886.458	-0.15154
60887.409	-0.15944
60888.36	-0.16965
60889.311	-0.18201
60890.262	-0.19703
60891.213	-0.21356
60892.164	-0.23184
60893.115	-0.24949
60894.066	-0.26595
60895.017	-0.27985
60895.968	-0.28913
60896.919	-0.2936
60897.87	-0.28923
60898.821	-0.28174
60899.772	-0.26788
60900.723	-0.25342
60901.674	-0.23627
60902.625	-0.21853
60903.576	-0.20063
60904.527	-0.18406
60905.478	-0.1694
60906.429	-0.15665
60907.38	-0.14616
60908.331	-0.13714
60909.282	-0.13054
60910.233	-0.12402
60911.184	-0.11621
60912.135	-0.11103
60913.086	-0.10959
60914.037	-0.11024
60914.988	-0.11235
60915.939	-0.11281
60916.89	-0.11439
60917.841	-0.1168
60918.792	-0.1225
60919.743	-0.13042
60920.694	-0.14261
60921.645	-0.15698
60922.596	-0.17381
60923.547	-0.19
60924.498	-0.20665
60925.449	-0.21879
60926.4	-0.22732
60927.351	-0.23377
60928.302	-0.2355
60929.253	-0.23104
60930.204	-0.22417
60931.155	-0.21362
60932.106	-0.20194
60933.057	-0.19001
60934.008	-0.1777
60934.959	-0.16538
60935.91	-0.15238
60936.861	-0.14029
60937.812	-0.12913
60938.763	-0.11894
60939.714	-0.10959
60940.665	-0.10104
60941.616	-0.09363
60942.567	-0.08733
60943.518	-0.08048
60944.469	-0.07382
60945.42	-0.06697
60946.371	-0.06052
60947.322	-0.05458
60948.273	-0.04784
60949.224	-0.04226
60950.175	-0.03809
60951.126	-0.03481
60952.077	-0.03109
60953.028	-0.02805
60953.979	-0.02461
60954.93	-0.02137
60955.881	-0.01929
60956.832	-0.01681
60957.783	-0.01411
60958.734	-0.01047
60959.685	-0.00821
60960.636	-0.00669
60961.587	-0.00527
60962.538	-0.00385
60963.489	-0.00291
60964.44	-0.00349
60965.391	-0.0042
60966.342	-0.00367
60967.293	-0.00469
60968.244	-0.00457
60969.195	-0.0038
60970.146	-0.00297
60971.097	-0.00197
60972.048	-0.00138
60972.999	-9.5932E-4
60973.95	-3.904E-4
60974.901	-4.7647E-4
60975.852	-7.8098E-5
60976.803	0.00122
60977.754	0.00147
60978.705	0.00168
60979.656	0.00165
60980.607	0.0014
60981.558	0.00237
60982.509	0.00377
60983.46	0.00539
60984.411	0.00747
60985.362	0.00842
60986.313	0.0075
60987.264	0.00633
60988.215	0.00453
60989.166	0.00325
60990.117	0.00267
60991.068	0.0021
60992.019	0.0021
60992.97	0.00138
60993.921	0.00162
60994.872	0.00319
60995.823	0.00249
60996.774	0.00253
60997.725	0.00154
60998.676	0.00106
60999.627	4.1715E-4
61000.578	0.00124
61001.529	0.00147
61002.48	0.00179
61003.431	0.00271
61004.382	0.00444
61005.333	0.00602
61006.284	0.00657
61007.235	0.0061
61008.186	0.00567
61009.137	0.00661
61010.088	0.00772
61011.039	0.0083
61011.99	0.00829
61012.941	0.00712
61013.892	0.00563
61014.843	0.00548
61015.794	0.00616
61016.745	0.00723
61017.696	0.00761
61018.647	0.00706
61019.598	0.0059
61020.549	0.00457
61021.5	0.00466
61022.451	0.00452
61023.402	0.0048
61024.353	0.00506
61025.304	0.00556
61026.255	0.00571
61027.206	0.00601
61028.157	0.00628
61029.108	0.00539
61030.059	0.004
61031.01	0.00331
61031.961	0.0031
61032.912	0.00348
61033.863	0.00422
61034.814	0.00552
61035.765	0.00635
61036.716	0.0055
61037.667	0.00536
61038.618	0.00423
61039.569	0.00346
61040.52	0.00238
61041.471	0.00202
61042.422	0.00285
61043.373	0.00458
61044.324	0.00688
61045.275	0.00814
61046.226	0.00894
61047.177	0.00864
61048.128	0.00871
61049.079	0.00992
61050.03	0.01108
61050.981	0.01127
61051.932	0.01099
61052.883	0.00927
61053.834	0.00737
61054.785	0.00607
61055.736	0.00588
61056.687	0.00626
61057.638	0.00666
61058.589	0.00636
61059.54	0.00561
61060.491	0.00485
61061.442	0.00432
61062.393	0.00603
61063.344	0.00828
61064.295	0.00948
61065.246	0.00946
61066.197	0.00938
61067.148	0.00847
61068.099	0.00674
61069.05	0.00525
61070.001	0.00485
61070.952	0.00557
61071.903	0.00671
61072.854	0.00825
61073.805	0.00979
61074.756	0.01162
61075.707	0.01277
61076.658	0.01291
61077.609	0.01308
61078.56	0.0124
61079.511	0.01199
61080.462	0.01145
61081.413	0.01094
61082.364	0.0113
61083.315	0.01033
61084.266	0.00931
61085.217	0.00788
61086.168	0.00641
61087.119	0.00459
61088.07	0.00362
61089.021	0.00328
61089.972	0.00248
61090.923	0.0021
61091.874	0.00144
61092.825	7.2121E-4
61093.776	5.3428E-4
61094.727	6.8928E-4
61095.678	5.8091E-4
61096.629	0.00114
61097.58	0.00143
61098.531	7.6301E-4
61099.482	1.4949E-4
61100.433	5.9398E-5
61101.384	1.548E-4
61102.335	8.3246E-5
61103.286	-4.6845E-4
61104.237	-9.6657E-4
61105.188	-0.00101
61106.139	-2.0838E-4
61107.09	-1.2371E-4
61108.041	-3.1793E-4
61108.992	-8.9734E-4
61109.943	-0.00113
61110.894	-0.00369
61111.845	0.00224
61112.796	0.00451
61113.747	-4.0366E-4
61114.698	6.6885E-4
61115.649	-0.00356
61116.6	0.00363
