60546	0.00457
60546.951	5.4535E-4
60547.902	-3.5934E-4
60548.853	-0.00172
60549.804	-7.7249E-4
60550.755	-0.00263
60551.706	-0.0027
60552.657	-0.00195
60553.608	-8.6168E-4
60554.559	-3.8531E-4
60555.51	4.3608E-4
60556.461	6.5516E-4
60557.412	0.00203
60558.363	0.00292
60559.314	0.00332
60560.265	0.00358
60561.216	0.00347
60562.167	0.00296
60563.118	0.00162
60564.069	2.5802E-4
60565.02	1.6753E-4
60565.971	-1.7621E-4
60566.922	-0.00133
60567.873	-0.00258
60568.824	-0.00437
60569.775	-0.00578
60570.726	-0.00516
60571.677	-0.00463
60572.628	-0.0037
60573.579	-0.00297
60574.53	-0.00267
60575.481	-0.00418
60576.432	-0.00507
60577.383	-0.00625
60578.334	-0.00663
60579.285	-0.00665
60580.236	-0.00645
60581.187	-0.00611
60582.138	-0.00587
60583.089	-0.00543
60584.04	-0.00485
60584.991	-0.0042
60585.942	-0.00286
60586.893	-0.00135
60587.844	4.8954E-4
60588.795	0.00158
60589.746	0.00117
60590.697	-3.0161E-4
60591.648	-0.00112
60592.599	-0.00246
60593.55	-0.00279
60594.501	-0.00401
60595.452	-0.00486
60596.403	-0.00475
60597.354	-0.00396
60598.305	-0.00361
60599.256	-0.00336
60600.207	-0.00361
60601.158	-0.0044
60602.109	-0.00446
60603.06	-0.0041
60604.011	-0.00332
60604.962	-0.00422
60605.913	-0.00461
60606.864	-0.00406
60607.815	-0.00451
60608.766	-0.00291
60609.717	-0.00148
60610.668	-6.1903E-5
60611.619	0.00167
60612.57	0.00153
60613.521	0.00169
60614.472	8.7382E-4
60615.423	-2.1263E-5
60616.374	-5.4999E-4
60617.325	-0.00134
60618.276	-4.9055E-4
60619.227	3.4686E-4
60620.178	0.00187
60621.129	0.00262
60622.08	0.00223
60623.031	0.002
60623.982	0.00125
60624.933	7.4982E-4
60625.884	1.0327E-4
60626.835	-6.5233E-4
60627.786	7.8219E-4
60628.737	0.00154
60629.688	0.00194
60630.639	9.3495E-4
60631.59	9.4192E-4
60632.541	0.00124
60633.492	0.0012
60634.443	0.00113
60635.394	0.00116
60636.345	0.00187
60637.296	0.00243
60638.247	0.00269
60639.198	0.00337
60640.149	0.00313
60641.1	0.00315
60642.051	0.00184
60643.002	0.00171
60643.953	0.00162
60644.904	0.00271
60645.855	0.00387
60646.806	0.00386
60647.757	0.00311
60648.708	0.00256
60649.659	0.00226
60650.61	0.00256
60651.561	0.00323
60652.512	0.003
60653.463	0.00204
60654.414	0.00197
60655.365	0.00275
60656.316	0.00343
60657.267	0.00412
60658.218	0.00381
60659.169	0.00314
60660.12	0.00311
60661.071	0.00448
60662.022	0.00532
60662.973	0.00675
60663.924	0.00728
60664.875	0.00774
60665.826	0.00897
60666.777	0.01083
60667.728	0.01201
60668.679	0.01306
60669.63	0.01415
60670.581	0.01614
60671.532	0.01845
60672.483	0.01973
60673.434	0.02196
60674.385	0.02418
60675.336	0.02493
60676.287	0.02583
60677.238	0.02731
60678.189	0.0281
60679.14	0.02987
60680.091	0.03324
60681.042	0.03675
60681.993	0.04009
60682.944	0.04488
60683.895	0.04906
60684.846	0.05446
